date,MMM,AOS,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AAP,AMD,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,APA,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,T,ATO,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BAX,BDX,BRK.B,BBY,BIO,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BF.B,CHRW,COG,CDNS,CZR,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CTXS,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,COP,ED,STZ,CPRT,GLW,CTVA,COST,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISCA,DISCK,DISH,DG,DLTR,D,DPZ,DOV,DOW,DTE,DUK,DRE,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ENPH,ETR,EOG,EFX,EQIX,EQR,ESS,EL,ETSY,RE,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FRC,FE,FISV,FLT,FLIR,FMC,F,FTNT,FTV,FBHS,FOXA,FOX,BEN,FCX,GPS,GRMN,IT,GNRC,GD,GE,GIS,GM,GPC,GILD,GPN,GL,GS,GWW,HAL,HBI,HIG,HAS,HCA,PEAK,HSIC,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,INCY,IR,INTC,ICE,IBM,IFF,IP,IPG,INTU,ISRG,IVZ,IPGP,IQV,IRM,JBHT,JKHY,J,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LUMN,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MXIM,MKC,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MPWR,MNST,MCO,MS,MSI,MSCI,NDAQ,NTAP,NFLX,NWL,NEM,NWSA,NWS,NEE,NLSN,NKE,NI,NSC,NTRS,NOC,NLOK,NCLH,NOV,NRG,NUE,NVDA,NVR,NXPI,ORLY,OXY,ODFL,OMC,OKE,ORCL,OTIS,PCAR,PKG,PH,PAYX,PAYC,PYPL,PENN,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,POOL,PPG,PPL,PFG,PG,PGR,PLD,PRU,PTC,PEG,PSA,PHM,PVH,QRVO,QCOM,PWR,DGX,RL,RJF,RTX,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,TDY,TFX,TER,TSLA,TXN,TXT,BK,CLX,COO,HSY,MOS,TRV,DIS,TMO,TJX,TSCO,TT,TDG,TRMB,TFC,TWTR,TYL,TSN,USB,UDR,ULTA,UAA,UA,UNP,UAL,UPS,URI,UNH,UHS,UNM,VLO,VTR,VRSN,VRSK,VZ,VRTX,VFC,VIAC,VTRS,V,VNO,VMC,WRB,WBA,WMT,WM,WAT,WEC,WFC,WELL,WST,WDC,WU,WAB,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS
2016-07-31,8,0,3,8,9,9,19,0,5,11,10,16,16,0,0,7,0,15,30,9,25,14,27,28,27,17,10,0,18,5,53,3,54,10,52,33,21,0,50,3,6,0,14,8,4,12,11,0,23,3,25,0,15,51,0,10,16,0,0,0,46,23,0,6,5,1,8,30,0,2,0,21,21,18,56,14,24,0,0,0,0,6,5,15,9,23,0,0,0,33,16,0,41,8,16,29,11,10,0,13,18,24,18,29,8,15,0,16,34,0,25,27,13,11,13,8,5,35,11,37,18,8,0,6,0,27,19,9,68,22,10,11,4,20,38,4,0,49,5,0,19,6,3,7,8,13,14,29,3,0,5,20,23,0,12,0,27,18,35,22,19,0,7,33,2,48,4,0,14,30,0,35,15,16,0,40,40,6,0,36,14,0,12,38,13,5,16,10,0,11,34,1,0,18,28,6,18,0,6,12,9,36,12,15,10,0,41,14,15,9,0,8,0,0,15,0,5,28,0,16,11,11,0,51,66,0,13,0,24,27,0,45,0,26,13,8,9,18,17,36,21,33,20,11,7,31,23,7,8,11,0,0,22,0,0,4,0,0,33,22,14,5,7,41,6,26,44,21,0,4,32,13,8,24,11,0,5,0,0,26,22,25,8,27,21,7,3,0,21,25,21,0,0,13,21,12,20,6,0,0,24,17,0,24,10,45,17,32,43,0,1,22,5,6,0,50,15,14,0,10,0,27,23,20,21,0,12,22,39,0,13,5,17,6,20,29,40,12,0,1,9,14,11,7,18,22,23,1,10,0,5,7,4,20,0,42,10,8,11,3,14,0,7,33,52,6,17,40,0,8,23,6,22,7,15,19,0,0,16,15,28,31,23,17,31,6,24,6,24,25,0,33,0,10,31,0,14,34,0,21,26,0,0,28,2,20,15,42,9,20,5,8,1,34,0,20,9,25,18,59,0,0,14,0,6,18,16,0,13,0,4,14,0,19,0,4,20,36,14,5,24,0,20,0,10,0,4,5,36,0,8,0,46,0,14,16,31,8,0,35,28,2,11,8,10,0,0,35,0,30,0,23,4,32,0,0,44,0,13,0,9,14,19,23,30,12,16,53,41,5,0,23,21,10,46,26,8,0,0,0,12,0,27,5,16
2016-08-07,9,20,1,6,0,9,16,0,20,11,20,24,13,0,9,3,5,13,0,4,0,44,21,26,17,16,7,0,18,4,20,3,29,0,52,56,21,0,6,1,7,0,7,8,8,10,4,0,17,6,51,0,13,13,0,10,8,24,0,0,35,24,14,6,9,6,8,14,5,2,0,0,0,18,100,10,0,0,0,12,13,9,5,16,28,8,1,12,0,22,5,0,0,0,11,20,11,30,0,25,18,23,18,15,15,0,0,12,26,0,0,18,0,13,13,11,27,0,0,14,32,10,21,12,0,22,14,11,51,15,10,0,0,61,34,6,0,15,6,3,9,6,0,0,41,7,14,25,3,0,4,15,32,7,2,0,18,18,31,23,0,6,3,16,3,0,15,2,14,0,0,24,4,8,0,20,30,0,21,0,11,17,8,16,0,6,16,20,0,11,0,1,0,0,16,6,18,0,6,10,15,20,22,15,12,0,38,10,15,7,0,5,11,0,11,0,8,9,0,13,21,6,13,0,48,0,26,18,31,28,34,0,0,20,0,25,9,0,0,30,21,19,10,11,9,20,28,7,25,11,0,9,7,11,0,4,18,17,17,11,13,100,6,10,0,35,51,21,22,4,60,14,7,17,26,0,0,3,0,16,17,13,0,9,0,7,0,0,14,18,16,0,0,19,9,6,0,2,10,0,24,17,9,0,13,18,28,29,25,37,1,7,6,4,0,0,25,57,0,10,13,27,16,0,0,18,10,6,18,0,13,3,17,8,10,30,20,8,0,1,9,14,4,13,9,19,8,2,0,66,5,3,4,10,16,24,0,0,7,3,42,0,21,0,35,3,9,24,0,40,23,7,13,15,15,12,29,12,19,16,17,8,12,6,5,6,24,12,49,0,0,15,18,2,25,0,0,0,0,42,0,0,2,28,1,0,6,25,10,0,5,24,0,9,0,17,7,0,14,45,32,0,0,0,0,9,16,0,3,0,15,27,15,0,5,2,14,9,7,3,0,0,0,12,16,5,9,0,0,27,8,0,47,0,24,29,0,6,0,26,21,0,11,25,3,19,0,23,9,0,26,11,14,0,0,0,25,0,26,33,13,11,19,23,30,11,10,0,32,2,0,11,14,15,55,0,2,0,3,0,17,11,0,2,0
2016-08-14,5,0,2,4,27,18,7,7,15,13,10,17,13,41,10,2,0,12,0,0,0,15,17,15,17,24,6,0,19,2,27,12,15,10,27,6,15,0,33,2,20,0,0,4,9,10,17,0,24,9,0,0,15,0,5,10,0,0,0,0,24,17,28,7,7,6,14,4,22,2,0,44,0,19,51,4,0,0,0,6,0,3,5,12,10,0,0,12,0,19,0,36,14,24,6,10,11,42,0,0,22,22,19,0,31,0,0,25,24,23,13,9,27,9,13,5,11,24,0,15,29,5,0,30,0,16,0,16,18,9,0,4,4,21,39,3,0,35,0,0,10,3,0,0,13,17,15,25,7,0,4,16,9,7,6,0,0,6,31,23,0,6,2,17,0,17,15,2,0,0,0,35,2,21,0,23,31,6,21,0,8,0,7,13,0,8,17,0,18,2,0,1,0,0,19,32,19,0,19,6,6,27,13,30,10,0,46,11,16,8,0,7,0,21,11,19,7,0,12,8,11,0,54,18,41,0,27,19,35,14,34,0,0,21,42,17,0,9,0,25,22,15,10,18,13,19,21,0,21,11,0,10,0,0,0,0,18,34,32,34,11,11,5,0,6,19,35,22,6,3,51,56,2,15,26,0,11,0,0,17,12,79,8,14,0,0,0,38,31,21,20,0,11,33,15,3,0,11,20,38,17,14,9,8,7,28,3,24,37,0,2,23,4,3,51,0,21,29,0,10,13,26,12,16,22,18,8,6,33,57,0,3,0,4,31,51,0,17,0,0,10,15,4,11,0,20,8,1,11,0,3,10,0,0,0,15,21,8,5,5,15,22,7,23,0,3,18,29,0,17,11,5,23,8,0,20,0,0,29,8,12,16,48,0,27,5,0,32,13,26,1,11,18,5,6,0,15,0,15,0,0,23,0,0,6,0,9,54,9,0,3,25,1,18,0,13,4,0,11,31,50,0,0,7,24,9,3,0,0,0,14,14,0,20,0,1,15,37,22,0,25,13,0,0,9,8,29,0,9,0,0,0,41,0,10,30,0,4,0,38,7,1,14,0,3,0,0,16,0,31,0,18,5,0,0,0,27,0,40,0,10,16,4,32,8,12,3,27,20,2,8,12,15,15,32,0,6,0,3,26,10,12,14,0,0
2016-08-21,9,0,3,8,0,9,3,2,5,17,29,16,15,40,18,3,5,13,24,0,25,43,19,17,13,24,5,0,18,2,7,6,43,15,26,45,23,0,13,0,19,0,21,4,4,10,13,0,34,6,0,37,14,0,29,26,0,24,29,0,11,22,41,0,7,26,7,10,5,2,0,0,0,18,42,8,12,31,32,0,6,0,0,15,37,8,1,6,0,21,5,34,14,16,11,10,21,40,10,0,19,20,9,15,8,15,17,26,23,0,12,18,0,10,4,8,5,23,0,37,18,8,21,18,0,21,5,19,17,15,0,0,7,20,46,4,13,10,0,0,0,3,1,0,21,47,42,20,7,32,5,10,9,20,10,0,9,24,33,0,10,5,7,0,0,48,30,0,0,0,17,30,4,33,0,33,50,0,0,36,8,0,8,20,0,5,8,0,53,5,23,0,0,0,19,0,37,0,12,14,22,38,0,0,11,0,24,9,20,8,15,4,0,20,7,18,8,18,36,11,7,3,0,0,34,3,0,0,21,32,0,22,0,40,13,24,9,0,0,27,21,10,20,11,9,15,25,0,33,0,8,5,0,0,0,0,0,16,24,43,13,22,6,30,6,23,25,21,6,3,24,13,3,12,11,0,5,6,0,2,17,25,15,27,21,7,0,25,46,28,12,0,0,13,20,8,0,6,0,12,16,15,17,24,3,9,14,32,11,0,1,22,6,4,0,0,10,14,0,39,13,20,27,25,0,18,7,11,11,0,51,7,0,4,0,29,0,12,0,0,16,14,0,7,0,7,23,1,10,44,0,10,4,10,0,19,30,0,4,3,14,0,14,33,35,6,8,14,0,8,21,6,13,15,7,22,0,0,28,8,17,0,35,0,15,5,0,0,25,0,0,14,17,2,50,26,14,0,14,21,0,11,1,0,3,0,8,10,12,0,4,24,2,17,0,15,3,0,13,0,0,0,0,0,0,9,10,20,13,0,14,20,0,0,5,3,3,27,0,5,0,39,33,23,6,5,9,5,0,0,0,10,29,27,10,24,0,27,2,31,42,0,17,8,13,38,0,8,9,30,26,14,4,0,0,0,33,21,0,33,19,16,8,8,30,8,11,26,19,3,0,34,7,5,47,0,8,0,13,50,17,0,0,0,16
2016-08-28,2,38,2,10,17,14,5,2,0,14,9,0,16,25,0,1,10,14,6,0,0,0,22,13,15,26,6,0,34,2,44,8,34,18,16,42,13,3,24,2,6,16,7,12,8,9,12,0,49,3,0,0,13,24,19,9,16,0,0,0,0,34,13,18,15,12,10,11,15,1,0,0,0,23,45,18,0,29,0,0,0,5,10,11,0,7,1,17,0,18,5,0,13,37,15,0,0,67,9,24,15,24,0,42,36,14,0,18,31,0,12,22,62,14,20,12,15,22,20,19,37,5,0,17,0,24,9,9,40,13,0,11,0,96,42,4,12,9,5,0,9,11,3,0,20,35,7,20,0,0,4,24,4,19,6,0,0,11,27,21,9,5,3,0,2,15,11,2,13,0,16,26,3,12,0,42,0,11,58,0,6,0,9,31,0,4,8,10,17,7,11,0,7,17,18,6,17,0,6,10,2,26,18,42,14,0,29,8,24,8,0,8,0,0,9,51,9,9,0,14,17,13,0,16,30,0,0,0,28,13,32,21,0,11,0,15,18,17,0,14,30,23,0,11,11,19,22,0,23,0,0,4,0,0,0,0,0,0,21,0,11,31,5,10,11,27,46,53,11,7,24,0,4,16,10,0,5,3,0,20,5,24,0,17,0,0,0,0,30,33,15,0,10,6,13,4,0,12,28,12,15,20,16,8,9,26,16,19,38,0,1,0,5,4,0,0,19,54,0,0,0,24,15,5,0,8,8,5,23,0,12,2,0,10,19,28,0,12,0,1,7,9,7,5,9,16,37,1,0,0,5,10,0,9,15,36,19,0,2,3,13,0,17,0,0,2,13,20,0,15,17,4,13,12,7,22,0,0,6,7,21,22,11,5,0,6,23,0,0,24,0,27,0,8,12,0,0,0,27,0,0,0,1,0,10,19,7,17,13,38,4,0,1,16,14,13,7,24,15,28,0,0,0,0,17,17,15,19,0,8,17,6,0,0,9,3,13,17,13,5,23,61,19,0,7,2,14,5,26,9,16,9,33,0,23,20,0,21,0,33,13,2,14,32,6,0,0,22,0,56,0,19,0,0,0,0,28,0,49,0,18,6,7,15,21,12,10,0,14,1,0,22,7,5,0,24,8,16,6,24,28,0,0,4,15
2016-09-04,11,0,2,6,17,8,13,4,9,14,0,0,18,25,9,1,0,17,6,0,24,14,24,15,16,23,8,0,17,2,19,8,28,9,16,32,29,3,6,1,6,0,0,4,11,12,5,0,16,3,0,0,12,24,9,12,8,0,0,0,11,19,0,12,0,4,9,9,5,2,0,0,0,12,34,18,35,29,0,6,25,0,0,7,27,0,1,6,0,15,5,0,0,7,5,9,10,58,0,48,15,30,9,57,15,14,16,12,26,0,0,22,13,5,16,18,25,0,30,27,20,0,0,11,0,23,5,9,57,15,0,4,7,19,43,2,12,23,0,3,0,3,0,0,27,32,0,19,10,0,4,0,13,6,20,0,0,6,30,11,9,5,3,16,0,15,35,0,13,0,0,19,4,27,0,34,19,5,20,0,7,0,10,33,13,2,23,0,0,10,0,1,0,8,18,6,0,0,12,13,7,17,14,0,12,0,33,8,29,8,14,6,0,19,16,17,3,0,23,16,10,8,0,49,73,0,12,0,16,17,32,0,0,17,0,0,0,0,16,38,30,0,0,22,8,17,20,0,16,0,8,4,7,0,0,11,0,0,11,31,9,42,4,0,17,26,37,34,0,2,42,13,1,34,24,0,5,3,0,16,5,12,0,9,0,7,0,12,30,24,19,0,0,12,13,4,0,0,9,12,15,11,0,15,4,9,5,14,10,0,2,7,4,4,0,0,10,27,0,19,0,19,15,19,20,8,8,5,10,53,0,2,33,4,9,28,0,24,0,1,11,5,3,6,9,7,0,1,0,0,7,4,4,9,0,9,0,0,6,3,13,10,27,0,0,2,16,18,0,23,22,4,8,12,14,20,0,0,0,22,21,23,22,22,5,8,0,0,12,24,0,39,0,2,18,0,14,0,14,0,0,11,0,0,5,19,3,23,12,10,4,0,1,24,0,24,2,0,12,0,15,0,0,0,6,4,15,20,0,0,4,20,0,18,5,3,11,9,20,12,0,49,0,0,6,0,12,29,9,0,16,0,32,0,9,30,0,4,0,29,13,1,12,0,5,36,0,30,17,0,0,24,0,10,0,0,36,0,0,0,23,6,0,7,28,16,18,0,37,0,8,0,7,0,30,0,8,0,9,0,19,11,13,0,15
2016-09-11,11,19,4,8,8,17,6,4,5,12,9,23,17,13,0,6,0,19,12,0,0,0,23,15,14,14,8,0,17,3,0,8,24,14,33,37,27,3,18,3,6,16,7,8,9,15,13,0,17,0,0,0,17,0,5,15,16,0,28,0,0,22,13,6,9,8,15,11,0,2,0,20,0,23,25,16,35,30,31,12,6,3,5,26,9,0,1,0,0,23,10,17,0,15,10,37,10,68,9,36,24,26,9,28,0,14,16,12,23,11,0,31,38,11,16,13,10,0,10,36,31,2,20,34,0,24,5,14,57,11,0,4,14,19,44,4,0,9,0,3,18,0,0,0,16,23,13,25,10,0,5,14,18,13,6,0,0,6,29,32,9,11,4,0,0,0,14,2,0,0,17,30,3,36,0,49,0,5,39,0,9,0,9,24,0,0,8,10,0,7,0,0,0,17,15,0,35,0,0,10,20,43,5,0,13,0,29,10,34,9,44,4,0,76,11,17,5,0,0,25,14,5,0,17,41,0,50,0,28,9,11,43,0,20,26,39,27,18,8,41,10,9,0,22,10,3,21,7,28,0,0,13,0,0,0,4,0,0,22,0,12,32,5,0,0,32,24,34,11,4,46,0,4,18,24,0,15,3,0,27,11,86,7,13,0,0,0,24,15,32,25,0,0,12,18,15,0,6,0,12,8,16,0,8,9,35,8,14,14,0,1,7,6,2,24,0,24,27,0,9,12,29,7,10,20,25,8,0,14,0,12,8,0,6,38,14,0,12,0,0,11,18,7,10,9,23,15,1,10,0,5,14,0,9,0,32,0,8,8,2,27,0,17,0,33,3,22,18,0,0,7,4,9,5,0,22,14,0,9,15,32,30,11,5,5,11,47,0,0,0,0,39,34,8,24,25,0,0,14,20,0,11,1,0,4,0,12,54,9,10,5,15,2,20,0,15,6,0,20,43,0,9,0,0,6,4,10,0,3,0,9,33,15,0,0,2,5,9,0,0,0,0,19,11,7,2,8,15,34,17,0,0,33,26,5,28,0,18,0,21,7,0,15,16,6,18,0,15,9,0,0,23,0,21,0,0,25,0,12,0,7,11,4,15,14,22,10,0,14,0,4,22,21,9,52,0,11,16,9,0,12,0,13,3,15
2016-09-18,13,0,1,8,0,11,7,18,14,10,27,15,18,0,17,0,10,19,11,4,71,14,27,11,19,16,8,0,17,1,37,16,17,9,24,31,28,0,18,7,18,0,6,19,10,11,12,0,5,3,0,0,16,12,9,18,31,23,0,0,11,21,13,12,7,5,11,7,10,1,0,0,0,17,46,8,23,29,30,0,6,5,0,4,18,0,1,11,48,18,10,32,38,15,20,18,20,28,9,24,14,24,8,0,14,0,0,8,21,0,0,9,25,14,20,10,15,0,0,25,30,2,39,11,0,29,13,12,16,14,0,0,7,19,45,3,0,37,0,8,18,5,0,0,19,9,13,16,6,0,4,5,4,0,8,0,0,0,34,21,27,5,4,23,0,30,7,2,0,14,0,27,4,27,0,21,9,0,0,100,8,0,9,23,0,10,30,0,17,5,11,0,0,25,20,6,17,30,0,10,16,47,23,0,14,21,13,8,14,10,0,7,0,19,17,0,4,26,23,18,10,16,12,32,54,3,12,0,23,13,21,0,0,22,12,15,43,9,0,57,10,13,38,21,12,14,18,0,12,10,23,9,0,11,0,0,0,0,24,10,10,5,5,29,6,25,24,20,10,3,26,0,1,16,17,0,5,3,0,17,16,48,14,9,0,0,0,35,23,25,24,0,0,12,15,6,0,8,9,0,15,11,8,15,9,34,13,19,17,0,3,14,9,3,0,0,14,13,0,0,0,14,15,33,0,25,6,0,16,0,0,11,0,8,28,37,0,27,0,0,2,22,7,9,9,18,29,2,0,21,0,9,0,9,15,9,0,0,10,2,13,0,16,10,16,3,13,22,28,0,19,7,29,12,35,28,0,0,9,29,16,22,44,11,5,5,0,6,11,0,0,23,16,3,12,0,0,0,13,19,0,10,1,13,4,18,10,23,13,19,4,7,0,16,14,18,4,0,14,28,0,36,0,7,0,17,2,0,12,0,10,32,14,0,5,2,5,17,20,5,23,0,6,22,6,5,10,0,33,8,15,0,50,100,22,20,0,11,0,28,20,0,16,16,11,0,0,18,25,0,0,16,8,20,0,0,37,0,0,0,7,12,28,36,14,26,23,0,16,0,0,43,33,5,29,0,10,31,0,0,23,0,13,1,15
2016-09-25,12,38,1,4,0,46,7,8,0,10,0,0,19,62,26,1,0,21,17,0,0,27,26,16,12,18,11,0,51,2,31,8,30,0,16,68,33,3,29,7,6,0,20,0,12,9,11,0,5,6,0,34,17,36,9,6,23,23,0,0,0,21,13,0,17,3,12,7,10,1,0,0,0,23,35,6,46,0,0,11,0,5,0,4,0,7,1,5,0,29,20,16,38,22,15,9,20,19,9,0,17,17,0,28,43,0,32,16,16,11,12,9,25,12,51,12,5,0,0,38,17,5,0,5,0,29,4,14,16,11,0,0,3,19,49,1,0,14,15,3,26,3,3,0,23,16,7,36,3,30,4,9,17,6,8,0,17,0,37,0,0,21,4,38,5,15,7,4,0,0,0,37,3,27,0,46,0,16,0,0,14,0,9,29,12,10,8,10,0,3,11,1,0,25,13,12,17,0,11,12,9,29,5,14,16,0,29,11,9,9,0,6,0,37,10,0,8,9,34,22,3,8,0,16,35,3,0,0,30,9,10,0,0,35,0,23,35,9,0,34,10,18,9,21,10,8,22,0,31,0,0,4,7,0,0,0,0,0,35,0,10,26,6,0,0,23,33,33,16,5,48,13,1,20,24,0,0,3,20,9,16,36,21,9,0,14,0,12,12,36,16,0,10,12,16,9,0,8,9,23,30,19,16,37,13,9,18,14,10,0,0,7,8,5,23,0,19,13,0,0,0,30,15,14,0,8,8,0,16,0,0,8,0,16,37,37,0,19,0,0,13,9,7,9,17,29,7,2,10,0,2,9,0,9,15,9,38,8,9,4,0,0,46,0,16,3,13,13,0,38,17,2,29,9,0,25,13,0,20,0,16,29,0,5,10,6,23,6,0,23,0,37,0,10,35,0,0,0,0,0,24,21,1,0,8,0,9,26,8,0,6,23,1,16,0,17,5,0,9,28,45,9,0,20,0,13,15,0,0,0,9,32,0,18,5,2,5,42,13,2,23,24,25,11,10,0,14,5,8,25,0,0,79,25,13,44,29,13,0,19,13,1,17,8,7,35,0,22,33,0,24,19,13,0,0,0,41,0,24,0,14,5,7,0,14,33,28,0,32,3,0,11,20,0,58,0,3,15,6,23,30,0,26,3,0
2016-10-02,8,75,1,10,16,21,3,4,9,10,9,7,17,24,9,8,5,19,17,0,0,13,29,23,25,22,9,0,0,2,24,11,20,13,48,46,19,0,35,17,6,16,0,4,9,9,2,0,21,11,23,0,13,59,18,12,15,0,0,0,11,23,0,23,6,1,11,4,10,2,0,0,0,11,40,8,45,0,0,6,0,0,0,29,0,0,0,0,0,21,10,16,13,14,10,18,0,28,0,12,15,17,25,0,21,0,0,13,31,0,0,25,0,9,85,7,10,11,10,23,16,21,0,32,0,32,13,16,16,15,0,11,23,37,46,4,0,14,0,5,0,5,1,0,34,18,13,28,0,0,4,5,30,6,8,0,25,0,24,0,9,25,3,0,0,15,7,2,13,14,0,22,4,42,0,29,18,5,0,66,8,0,8,25,0,2,0,19,16,5,11,1,0,16,16,6,0,0,0,10,27,27,13,27,14,0,19,10,14,9,14,6,10,0,7,16,6,9,11,23,6,8,0,0,29,6,36,0,32,42,61,0,0,24,12,15,9,17,0,19,39,18,9,26,7,21,25,0,11,10,0,0,0,0,0,4,16,0,21,0,7,5,5,9,6,38,42,19,10,18,37,12,4,20,17,0,5,8,20,19,5,35,7,25,10,20,0,23,24,31,18,0,19,30,16,10,18,2,45,23,30,15,0,29,4,8,10,13,27,0,1,0,12,3,23,0,0,13,0,0,0,23,36,5,19,16,12,25,3,0,12,2,0,9,0,23,0,0,0,0,21,4,0,9,17,42,50,1,0,20,5,3,11,0,0,17,0,7,2,5,26,0,29,10,16,3,13,15,0,7,24,5,45,11,27,22,0,0,17,21,31,14,32,16,5,13,22,0,0,0,0,27,32,10,12,0,0,31,13,0,0,0,1,0,14,0,13,29,15,0,5,15,2,16,14,21,8,11,11,0,0,9,39,0,0,8,10,0,3,0,10,6,0,0,5,3,13,33,13,0,22,12,6,0,8,0,8,0,25,17,8,9,100,25,9,12,0,9,0,24,19,0,8,8,1,17,0,11,16,27,24,19,4,0,0,0,26,0,0,30,7,14,14,7,48,25,9,24,18,3,0,0,20,4,21,0,5,15,0,0,51,0,0,0,0
2016-10-09,2,19,3,10,16,14,2,4,0,12,9,0,19,0,0,4,5,22,6,0,24,14,28,15,20,17,11,0,17,2,6,14,24,14,16,52,18,3,24,5,6,32,0,12,16,12,11,0,27,6,24,0,13,36,23,18,8,0,0,0,0,22,0,6,7,5,5,17,10,3,0,0,0,6,71,10,35,29,0,0,18,0,5,15,9,0,1,5,0,24,5,16,0,29,5,9,0,19,9,24,17,11,8,14,0,14,0,11,27,11,0,30,37,10,35,5,5,11,10,31,30,2,0,22,0,26,4,23,24,12,9,0,0,0,47,4,24,32,0,8,18,5,0,0,27,13,13,16,0,0,4,5,17,19,8,0,0,11,30,21,9,5,5,15,0,15,7,0,26,0,16,27,2,15,0,31,9,5,0,34,6,16,8,21,12,6,38,0,17,7,11,0,0,8,19,29,0,0,11,12,12,37,7,0,14,21,22,12,24,6,0,9,11,19,10,17,7,0,0,23,10,8,0,16,67,3,36,0,20,26,42,21,0,30,38,31,26,9,0,28,0,67,9,27,13,15,30,0,19,0,8,4,0,11,0,0,0,0,34,20,11,21,10,10,0,28,46,13,21,8,21,0,6,23,24,0,10,5,0,13,21,0,7,17,0,7,0,58,18,23,18,0,10,6,14,4,0,6,28,23,15,19,8,15,9,17,11,19,34,0,1,0,6,4,70,0,24,13,0,9,0,28,22,14,0,16,10,10,7,0,12,3,0,10,9,23,0,8,0,1,9,13,3,9,0,23,7,1,20,21,2,1,0,0,15,36,19,0,1,3,0,0,13,0,49,3,8,11,0,8,24,3,33,25,14,12,40,11,9,15,10,7,22,0,15,5,46,0,23,0,0,29,33,3,24,24,0,0,40,19,48,10,1,0,10,0,9,30,14,0,6,15,1,16,14,13,7,12,14,28,15,18,0,13,5,0,10,0,3,0,6,38,0,0,5,2,3,25,20,5,0,0,0,11,7,7,12,0,34,0,0,0,61,0,36,25,0,17,0,26,7,0,12,0,4,0,30,11,17,28,0,13,4,31,0,0,31,0,24,0,17,8,11,22,35,29,20,0,25,1,0,0,0,5,15,0,9,31,3,23,32,0,0,1,15
